Label,URI,Comment
mole fraction of nitrous oxide in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_nitrous_oxide_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.   The chemical formula of  nitrous oxide is N2O."
mole fraction of nmvoc expressed as carbon in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_nmvoc_expressed_as_carbon_in_air," Mole fraction is used in the construction mole_fraction_of_X_in_Y, whereX is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. nmvoc means non methane volatile organic compounds. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A."
mole fraction of nox expressed as nitrogen in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_nox_expressed_as_nitrogen_in_air," Mole fraction is used in the construction mole_fraction_of_X_in_Y, whereX is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. Nox means a combination of two radical species containing nitrogen and oxygen: NO+NO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A."
mole fraction of noy expressed as nitrogen in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_noy_expressed_as_nitrogen_in_air," Mole fraction is used in the construction mole_fraction_of_X_in_Y, whereX is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. Noy describes a family of chemical species. The family usually includes atomic nitrogen (N), nitrogen monoxide (NO), nitrogen dioxide (NO2), dinitrogen pentoxide (N2O5), nitric acid (HNO3), peroxynitric acid (HNO4), bromine nitrate (BrONO2) , chlorine nitrate (ClONO2) and organic nitrates (most notably peroxyacetyl nitrate, sometimes referred to as PAN, (CH3COO2NO2)). The list of individual species that are included in a quantity having a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. The phrase 'expressed_as' is used in the construction A_expressed_as_B, whereB is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A."
mole fraction of ozone in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_ozone_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of peroxyacetyl nitrate in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_peroxyacetyl_nitrate_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of peroxynitric acid in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_peroxynitric_acid_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of peroxynitric acid is HNO4."
mole fraction of propane in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_propane_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of propene in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_propene_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of radon in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_radon_in_air," Mole fraction is used in the construction mole_fraction_of_X_in_Y, whereX is a material constituent of Y.  A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemicalsymbol for radon is Rn."
mole fraction of sulfur dioxide in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_sulfur_dioxide_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of toluene in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_toluene_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
mole fraction of water vapor in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_water_vapor_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of water vapor is H2O."
mole fraction of xylene in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#mole_fraction_of_xylene_in_air,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."
net downward longwave flux in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_downward_longwave_flux_in_air,"longwave means longwave radiation. Downward indicates a vector component which is positive when directed downward (negative upward). Net downward radiation is the difference between radiation from above (downwelling) and radiation from below (upwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net downward longwave flux in air assuming clear sky,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_downward_longwave_flux_in_air_assuming_clear_sky,"A phrase assuming_condition indicates that the named quantity is the value which would obtain if all aspects of the system were unaltered except for the assumption of the circumstances specified by the condition. longwave means longwave radiation. Downward indicates a vector component which is positive when directed downward (negative upward). Net downward radiation is the difference between radiation from above (downwelling) and radiation from below (upwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net downward shortwave flux in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_downward_shortwave_flux_in_air,"shortwave means shortwave radiation. Downward indicates a vector component which is positive when directed downward (negative upward). Net downward radiation is the difference between radiation from above (downwelling) and radiation from below (upwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net downward shortwave flux in air assuming clear sky,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_downward_shortwave_flux_in_air_assuming_clear_sky,"A phrase assuming_condition indicates that the named quantity is the value which would obtain if all aspects of the system were unaltered except for the assumption of the circumstances specified by the condition. shortwave means shortwave radiation. Downward indicates a vector component which is positive when directed downward (negative upward). Net downward radiation is the difference between radiation from above (downwelling) and radiation from below (upwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net upward longwave flux in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_upward_longwave_flux_in_air,"longwave means longwave radiation. Upward indicates a vector component which is positive when directed upward (negative downward). Net upward radiation is the difference between radiation from below (upwelling) and radiation from above (downwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net upward longwave flux in air assuming clear sky,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_upward_longwave_flux_in_air_assuming_clear_sky,"A phrase assuming_condition indicates that the named quantity is the value which would obtain if all aspects of the system were unaltered except for the assumption of the circumstances specified by the condition. longwave means longwave radiation. Upward indicates a vector component which is positive when directed upward (negative downward). Net upward radiation is the difference between radiation from below (upwelling) and radiation from above (downwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net upward shortwave flux in air,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_upward_shortwave_flux_in_air,"shortwave means shortwave radiation. Upward indicates a vector component which is positive when directed upward (negative downward). Net upward radiation is the difference between radiation from below (upwelling) and radiation from above (downwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
net upward shortwave flux in air assuming clear sky,http://purl.oclc.org/NET/ssnx/cf/cf-property#net_upward_shortwave_flux_in_air_assuming_clear_sky,"A phrase assuming_condition indicates that the named quantity is the value which would obtain if all aspects of the system were unaltered except for the assumption of the circumstances specified by the condition. shortwave means shortwave radiation. Upward indicates a vector component which is positive when directed upward (negative downward). Net upward radiation is the difference between radiation from below (upwelling) and radiation from above (downwelling). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
northward heat flux in air due to eddy advection,http://purl.oclc.org/NET/ssnx/cf/cf-property#northward_heat_flux_in_air_due_to_eddy_advection,"The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. Northward indicates a vector component which is positive when directed northward (negative southward).  In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
northward mass flux of air,http://purl.oclc.org/NET/ssnx/cf/cf-property#northward_mass_flux_of_air,"Northward indicates a vector component which is positive when directed northward (negative southward). In accordance with common usage in geophysical disciplines, flux implies per unit area, called flux density in physics."
number of days with air temperature above threshold,http://purl.oclc.org/NET/ssnx/cf/cf-property#number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.  A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.  It must have a coordinate variable or scalar coordinate variable with the a standard name of X to supply the threshold(s). It must have a climatological time variable, and a cell_methods entry for within days which describes the processing of quantity X before the threshold is applied. A number_of_days is an extensive quantity in time, and the cell_methods entry for over days should be sum."
